City,Hotel name,Image,Url,Address,Stars,Min Price,Rating,Number of reviews,Reviews,Facilities,Description,Nearby places
Thành phố Hồ Chí Minh,Khách sạn La Vela Saigon,"['https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20035611-042f7c207731b62cefb836119b40cc9b.jpeg?_src=imagekit&tr=c-at_max,h-488,q-40,w-768', 'https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20035611-e8fa0b51ea5cd086a839931c85084850.jpeg?_src=imagekit&tr=h-116,q-40,w-152', 'https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20035611-0e6d92effe35829532d1b069d81195f6.jpeg?_src=imagekit&tr=h-116,q-40,w-152', 'https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20035611-b4e78da68828885458c49adb4c71a80d.jpeg?_src=imagekit&tr=h-116,q-40,w-152', 'https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20035611-44754e0c22bf63ea1061faf359706ff0.jpeg?_src=imagekit&tr=h-116,q-40,w-152']","https://www.traveloka.com/vi-vn/hotel/vietnam/la-vela-saigon-hotel-9000000722154?spec=16-07-2022.17-07-2022.1.1.HOTEL.9000000722154.Kh%C3%A1ch%20s%E1%BA%A1n%20La%20Vela%20Saigon.1&prevSearchId=1736581468128311668&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxBou1zsajy6DCPs4G9LTnFkIvEWeildVo7nbHxIWcXPVNGysXwP9P%2F6jQTjnyKeTv%2ByqYmxSenRKFEfSHS0XO3ksOocFaHL1Wb9vQXntcm%2BDw%3D%3D%22%7D
","280 đường Nam Kỳ Khởi Nghĩa, Phường 8, Quận 3, phường 8, Quận 3, Thành phố Hồ Chí Minh, Việt Nam, 70000",5,2.058.000  VND,8.1,127,"['Nhân viên làm việc cẩu thả. Đưa thẻ cho khách mà không kiểm tra. Không lên thang máy được. Đưa thẻ lên thang được thì không vô phòng được Check in cho khách sai booking', 'Mọi thứ rất tốt, mỗi tội nhận phòng thì đợi lâu và mấy anh bảo vệ trước cửa toàn khu hơi bị không chuyên nghiệp, hướng dẫn khách đi xe máy để xuống hầm không thân thiệt, có phần toát lên sự khinh miệt khách í, có thể cứ nghĩ đó là mấy người đi lên tầng 3 xem phim nên chỉ dẫn hơi to tiếng', 'Khách sạn siêu đẹp, sạch sẽ, nhân viên nhiệt tình tuy nhiên điều làm mình không hài lòng mong khách sạn cải thiện hơn đó là WIFI tại các phòng quá kém không thể làm việc được', 'Đã sử dụng rất nhiều khách sạn 4-5 sao nhưng La Vela là khách sạn 5 sao đầu tiên có quá nhiều vấn đề, trải nghiệm tệ tại TP. Hồ Chí Minh: 1. Khách sạn 5 sao, thu tiền gửi xe, mỗi lần sử dụng xe ra vào để đi chơi. Ngoài ra, còn thu tiền gửi xe qua đêm. Bất ngờ thật sự. 2. Bảo vệ tỏ thái độ khi thắc mắc. 3. Giá đỡ vòi xịt trong toilet và hộp gắn thẻ phòng ở cửa bị rớt, hư. 4. Điện thoại trong phòng, gọi điện vào số lễ tân hoặc phục vụ phòng thì không ai bắt máy nhiều lần. 5. Máy lạnh hư điều khiển, không điều chỉnh được nhiệt độ. 6. Ban công phòng có lối thông với phòng khác, dễ dàng bị nhìn qua phòng hoặc đi qua. Tuy nhiên, những trải nghiệm về sạch sẽ, vị trí, bữa ăn buffet sáng thì mình vẫn công tâm. Đánh giá ở mức tạm được.', 'Mình quên sữa rửa mặt về nhà check hành lý mới biết, nhưng lúc kiểm tra phòng trước khi check out nhân viên không báo quên đồ', 'Tôi gửi hành lý sau khi check out. Trước giờ ra sân bay tôi quay lại khách sạn để lấy hành lý nhưng đã bị thất lạc. Sau hơn 1 tiếng rất may tôi đã tìm thấy trước giờ bay. Hy vọng khách sạn có thể đào tạo nhân viên chuyên nghiệp hơn', ""thái độ phục vụ của anh quản lý làm mình không hài lòng lúc check in, mình đến nhận phòng lúc 1g30 báo hết phòng deluxe luxury king đã đặt, upgrade lên corner phòng cao hơn cho mình free nhưng lại là 2 giường đơn chứ không phải giường đôi như đã book, mình có yêu cầu đổi giường cho mình còn tỏ thái độ với mình, hẹn sau 14h có phòng cho mình, mình đi ăn quay lại lúc 16h lại hẹn tiếp 30' nữa mới có phòng, rồi còn nói không biết khi nào dọn phòng xong, là quản lý mà không biết vấn đề bao giờ phòng dọn xong, phong cách làm việc thiếu chuyên nghiệp, khách sạn 5* mà dọn phòng 4 tiếng chưa xong, tranh cãi 1 hồi anh quản lý lại bảo không hứa sau 30' có phòng cho mình, mình không hiểu book trước mà không có phòng thì mình book trước để làm gì, mình bỏ tiền ra để nghỉ dưỡng chứ không phải để nhận lại dịch vụ tệ như thế, có tiền cũng không quay lại nơi này"", '- check in vô cùng lâu. 10-15p/ người. Khá đông nhưng nhânviên xử lý thì rất chậm. - Toilet thì vẫn còn tóc, dơ - Muỗi nhiều, phòng bụi băm vệ sinh khách khách sạn 5sao thì trải nghiệm khá tệ. 😌', 'Dịch vụ phòng chưa được tốt: booking là phòng deluxe 40m2 nhưng nhân viên lại assign loại phòng 28m2. Khi lên tới phòng thấy sai nên vách hành lý xuống sảnh làm thủ tục đổi phòng. Gọi số reception vài lần thì không ai nghe máy. Hồ bơi thì view đẹp và rộng.', 'Hệ thống phục vụ chưa ổn từ check in đến make up room trễ.']",['Máy lạnh\nNhà hàng\nHồ bơi\nLễ tân 24h\nChỗ đậu xe\nThang máy\nWiFi'],[],"[('Chùa Vĩnh Nghiêm', '385 m'), ('Saigon Railway Station', '1.25 km'), ('Bưu điện Trung tâm Sài Gòn', '1.86 km'), ('Bệnh viện Vinmec Central Park', '3.85 km'), ('Trung tâm Thương mại Vincom Center', '2.14 km'), ('Ủy ban Nhân dân Thành phố Hồ Chí Minh', '2.18 km'), ('Chợ Bến Thành / Chợ đêm Bến Thành', '2.33 km'), ('Công viên Nước Đầm Sen', '5.87 km')]"
Thành phố Hồ Chí Minh,Cozrum Lux Hotel,"['https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/67778274-665e661aa4dc3b70be8ff81d66f71171.jpeg?_src=imagekit&tr=c-at_max,h-488,q-40,w-768', 'https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20034365-9190e514eefd40f8af894c97540fb14b.jpeg?_src=imagekit&tr=h-116,q-40,w-152', 'https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/67778274-d22561c06b9bcec727af7a5fb1378627.jpeg?_src=imagekit&tr=h-116,q-40,w-152', 'https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/67778274-fae369ee92d5643b43d6dc77012b0593.jpeg?_src=imagekit&tr=h-116,q-40,w-152', 'https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/67778274-c83e86e44b4e2e29e813b4d5d44e56bf.jpeg?_src=imagekit&tr=h-116,q-40,w-152']","https://www.traveloka.com/vi-vn/hotel/vietnam/cozrum-lux-hotel-9000000643061?spec=16-07-2022.17-07-2022.1.1.HOTEL.9000000643061.Cozrum%20Lux%20Hotel.1&prevSearchId=1736581468128311668&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxBTffqqd%2F%2BRbiieWzDCUfwnmhLDdV0WLeT%2FFKfQ0QL8LH02Dvlx%2F8PjYogEE5yzx6g6yOKyKeIDf7jO3GM45O1ok5sYzsZdVhL8yLD1ILOp6Q%3D%3D%22%7D
","19C Bùi Thị Xuân, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam, 700000",3,802.499  VND,8.5,340,"['khách sạn không có chỗ đỗ xe ô tô, nhà vệ sinh có mùi, không hài lòng 😔', 'Lần sau sẽ ghé', 'Trừ việc Nhà wc bị dò nước, nhỏ nước từ trên đầu xuống, mình đã báo quầy lễ tân lên sửa nhưng không thay đổi lắm, nước vẫn nhỏ. Còn lại mọi thứ đều ok, sạch sẽ, đẹp, trung tâm.', 'Ngày 30/5/2022 khoảng 1h kém tôi tới nhận phòng nhưng 2 bạn nữ bảo tôi là phải nộp thêm 50 phần trăm nữa mới được nhận vì tôi tới sớm . Tôi biết phòng vẫn còn . Tôi không đồng ý cách vòi tiền như vậy. không bao giờ tôi tới khách sạn này nữa', 'Phòng rất bẩn. Mình nhận phòng lúc 16h chiều, nhưng đồ dùng trong phòng vẫn chưa được dọn sạch sẽ: rác, bàn chải cũ, ga gường gần như chưa được dọn. Sau khi được yêu cầu thì phục vụ vào dọn cho qua tầm 5-10p gì đó, nhưng rác ở trong nhà với vẫn không thu', 'Tất cả mọi người đều phục vụ rất nhiệt tình chu đáo, dọn phòng sạch sẽ, lần sau sẽ quay lại', 'Toilet hôi bao hôi, bathroom không xà phòng, đặt phòng 3 người mà có 1 đôi dép, lễ tân checkin xong thì mặc cho khách đi đâu đi, không hướng dẫn gì hết, phòng hơi bẩn tí.', '', 'Máy nước nóng phòng bị hư nên không sử dụng được. Cần cải thiện. Còn lại Ok.!', 'Nhà vệ sinh và toilet rất dơ, đã cũ, trần nhà vệ sinh thấm nước nhỏ tọt tọt vô người lúc đi vs. Máy lạnh phòng 2 giường không lạnh dù đã đổi phòng. Lễ tân, bảo vệ rất lịch sự, dễ mến.']",[],[],"[('Trung tâm Thương mại Zen Plaza', '233 m'), ('Bưu điện Trung tâm Sài Gòn', '1.36 km'), ('Saigon Railway Station', '2.05 km'), ('Cho Ray Hospital', '3.74 km'), ('Chợ Bến Thành / Chợ đêm Bến Thành', '854 m'), ('Ủy ban Nhân dân Thành phố Hồ Chí Minh', '1.26 km'), ('Trung tâm Thương mại Vincom Center', '1.41 km'), ('Công viên Nước Đầm Sen', '5.96 km')]"
Thành phố Hồ Chí Minh,Khách sạn Meraki Boutique,"['https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10027042-800x600-FIT_AND_TRIM-898166a58901784fb574722be220cb4d.jpeg?_src=imagekit&tr=c-at_max,h-488,q-40,w-768', 'https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10027042-800x600-FIT_AND_TRIM-f23a8dc9c43d868aecf663a3b49f556c.jpeg?_src=imagekit&tr=h-116,q-40,w-152', 'https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10027042-800x600-FIT_AND_TRIM-013332c7bd84db040158e1699a7adad7.jpeg?_src=imagekit&tr=h-116,q-40,w-152', 'https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10027042-800x600-FIT_AND_TRIM-1c36045a55b7fc7a89f1ddcff931749b.jpeg?_src=imagekit&tr=h-116,q-40,w-152', 'https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10027042-800x600-FIT_AND_TRIM-e38fa4c941b89d365a2f187ad4f95485.jpeg?_src=imagekit&tr=h-116,q-40,w-152']","https://www.traveloka.com/vi-vn/hotel/vietnam/meraki-boutique-hotel-3000010027042?spec=16-07-2022.17-07-2022.1.1.HOTEL.3000010027042.Kh%C3%A1ch%20s%E1%BA%A1n%20Meraki%20Boutique.1&prevSearchId=1736581468128311668&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdUwKh3BcjHsHvQbV0EUcyDRFM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxByvbHBO4u9TTJw5VnAucarDKNfCuNpYoh%2BuNZYtkPMM8N0KRTJ4VFq4ShicQGXCAjUQQmOFyb69aqe8Hll6YWZBov9z1RAD5uZNBTZLxeZeQ%3D%3D%22%7D
","178 Bùi Viện, Phạm Ngũ Lão, Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam, 711248",2,76.950  VND,7.9,210,"['Khách sạn gần chỗ mở nhạc đêm nhưng không làm chống ồn. Phòng 6 người nhưng 2 giường đôi 1 giường đơn, wifi yếu không vào được luôn mặc dù ở tầng 1. Nước thì không có nước nóng liên tục', 'Phòng không giống trong ảnh mô tả', 'Nhân viên khách sạn cực kì thân thiện và phục vụ rất tốt. Sẽ quay lại ủng hộ.', 'Ok so với giá, lễ tân thân thiện nhiệt tình. Ai thích nhộn nhịp ở đây tối nghe nhạc nè', 'Mình đã thanh toán tiền nhưng chuyến bay delay, khách sạn lấy phòng mình ĐÃ TRẢ TIỀN cho khách khác thuê. Mình yêu cầu trả phòng thì bắt mình chờ hơn 30 phút để khách khác trả phòng và dọn phòng. Vậy là mình trả cả ngày chỉ ở được 3 tiếng mà lại còn mất thêm 30phút chờ? Khách sạn không gọi điện 1 câu hỏi mà lại bảo mình là tại chị đến muộn? Người ta thuê cả ngày, có dịch vụ mở 24/7 thì mình đến lúc nào cũng được nhé! Có 1 nhân viên nam trẻ, đã sai, không xin lỗi, lại còn nói hắng giọng và hay cắt lời khách. Có người lớn ở đó nên nói thật mình không muốn cãi nhau. Chứ khách sạn để nhân viên nói luyên thuyên, thái độ với khách thật sự thiếu chuyên nghiệp. Người khác nói chuyện rất đúng chừng mực nhưng không ai dạy bảo bạn nhân viên trẻ này! Phòng điều hoà bẩn, thiếu nhiều thứ ( khăn, dép….) ở phòng tiếp đón thường xuyên tắt điều hoà, dưới chân khách sạn có bãi c*t mà không ai chịu dọn, phòng vệ sinh bị tháo thông gió rất nóng và mùi, không thấy nhân viên vào phòng dọn. Đấy là mình đổi lên phòng 6 người và thêm tiền rồi đó. Nói chung mọi người đừng book ở đây, phòng không được sạch đẹp và tồi tệ nhất là thái độ nhân viên nam trẻ tuổi. Đừng nên thuê các phòng yêu cầu thanh toán trước. Mình không biết huỷ trên app nên đành phải ở. Đi tàu xe đã rất mệt mỏi rồi, đã trả tiền trước để tránh phiền phức lại thành rước bực vào người. Ngồi đợi chờ, bị nhân viên ngắt lời và như quát vào mặt, phòng đáng thất vọng. Bye!!!', 'Khách sạn phòng cũ, đêm nằm giường mình cảm giác bị ngứa. Nói chung phòng không giống hình, sẽ không quay lại nữa', 'Khách sạn hơi cũ tất cả đồ đều hơi cũ, địa điểm ở phố Bùi Viện nên hơi ồn buổi tối mọi người nên lưu ý ạ', 'Vị trí khá đẹp cho ai muốn ăn chơi Bùi Viện, tuy nhiên phòng nhỏ cũ kỹ không được như hình ảnh (Chỉ mang tính chất tham khảo). Vào phòng đầu thì hỏng điều hoà, chuyển qua phòng khác thì không khoá được cửa ban công, mà giữa phố Bùi Viện không đóng được của thì nhạc sàn bay cả đêm khỏi ngủ (Thích hợp cho dân bay không ngủ). Không có nước uống free (Tương đương với nhà nghỉ chứ không phải khách sạn)', 'khách sạn tệ. nhà kế bên đập ồn ào, máy lạnh xuống cấp, cửa gió máy lạnh chỉnh bằng tay, đệm thủng sâu, khăn tắm cũ, dơ, hôi, rách.', 'Phòng rất bẩn. Điều hoà lại bị hư kêu to. Phòng không được chăm kĩ càng . Thái độ nhân viên khó chịu']",[],[],"[('Công viên 23 tháng 9', '274 m'), ('Bưu điện Trung tâm Sài Gòn', '1.71 km'), ('Saigon Railway Station', '2.55 km'), ('Cho Ray Hospital', '3.67 km'), ('Chợ Bến Thành / Chợ đêm Bến Thành', '910 m'), ('Ủy ban Nhân dân Thành phố Hồ Chí Minh', '1.47 km'), ('Trung tâm Thương mại Vincom Center', '1.66 km'), ('Công viên Nước Đầm Sen', '6.10 km')]"
Thành phố Hồ Chí Minh,Cochin Sang Hotel,"['https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10023850-db3aedf0af90704b23f602dc3b151952.jpeg?_src=imagekit&tr=c-at_max,h-488,q-40,w-768', 'https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10023850-2b313bbf96909096a894378c88098a59.jpeg?_src=imagekit&tr=h-116,q-40,w-152', 'https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10023850-0aeb5f8e30fa59b85612db09997b06e7.jpeg?_src=imagekit&tr=h-116,q-40,w-152', 'https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10023850-c9736332d7f9a53b899cbf9f40e2c8cd.jpeg?_src=imagekit&tr=h-116,q-40,w-152', 'https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10023850-f6c79c43dab5dc056dc6ac8e466fa5fb.jpeg?_src=imagekit&tr=h-116,q-40,w-152']","https://www.traveloka.com/vi-vn/hotel/vietnam/cochin-sang-hotel-1000000348316?spec=16-07-2022.17-07-2022.1.1.HOTEL.1000000348316.Cochin%20Sang%20Hotel.1&prevSearchId=1736581468128311668&loginPromo=1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU13LUNuufACdbU0usK5vg0dM0tKsNUio4Rxug1zOzHJilcvZa8YdqqIySdppe7dolTIewZlxfjiOGz6oXLTucMvN0%2BgQ3yZPvZcoHwUFNN%2BZpcr%2F%2FNa8o9ElfN8zOYhzzZeg0X586laFpeUViPi9rxBiwrq6YK8q9Kwa4lLW3Tx9mhLDdV0WLeT%2FFKfQ0QL8LH02Dvlx%2F8PjYogEE5yzx6g6yOKyKeIDf7jO3GM45O1ok5sYzsZdVhL8yLD1ILOp6Q%3D%3D%22%7D
","28-30 Nguyễn An Ninh, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam, 700000",4,856.800  VND,9.0,83,"['ok, nhưng phòng hơi nhỏ', 'cách âm chưa tốt, nhiều tiếng ồn', 'Phòng đẹp . Ăn sáng ngon . Mỗi tội khách sạn không có dao cạo râu . Và Check in hơi chậm', 'Rất hài lòng với cách phụ vụ của tất cả nhân viên,nhất là bác bảo vệ dễ thương nhất,phòng đẹp,giường ngủ không biết bỏ gì trong giường không mà cứ nằm xuống là ngủ say mê,à vòi xịt toilet mạnh quá, cẩn thận dễ xịt tung lên nóc 😂 còn lại thực sự rất hài lòng,cảm ơn các bạn', 'Nếu không nói về quy mô độ rộng lớn của 1 khách sạn thì Cochin Sang Hotel là 1 khách sạn tuyệt vời đáng để đến. Nội thất phòng rất xịn, hương dầu tắm, dầu gội thì rất thơm và ngọt ngào. Đồ ăn tuy ít món nhưng cũng ok. Thái độ phục vụ của nhân viên rất tốt. Có cả phòng xông hơi khô, ướt. Vị trí trung tâm Quận 1 tiện đi lại. Giá hợp lý. Nói chung rất đáng để ở và quay lại. Tôi sẽ giới thiệu cho bạn bè.', 'Giá quá tốt so với chất lượng, view đẹp. Minh đặt phòng nhỏ nhưng vẫn rất sạch sẽ, đặc biệt các bạn nhân viên cực nice và nhiệt tình. Nếu vào Sài Gòn sẽ quay lại đây 😄', 'Khách sạn cách âm không tốt. Không có khăn giấy trong phòng. Mền và gối nằm bị ngứa nên rất buồn và khó chịu. Phòng ốc mới nhưng nên lưu ý ra trải giường và gối vì làm khách ngứa. Cảm giác không yên tâm khi nằm.', 'Sạch sẽ, nhưng cách âm không được tốt. Phòng bên cạnh bật tivi ban đêm nghe được hết', 'Nội thất mới, nhân viên thân thiện, ngay trung tâm.', 'Tuyệt vời, khách sạn sạch sẽ, ngay trung tâm']",['Máy lạnh\nNhà hàng\nHồ bơi\nLễ tân 24h\nThang máy\nWiFi'],"['Giờ nhận và trả phòng\nGiờ nhận phòng: Từ 14:00\nGiờ trả phòng: Trước 12:00\nVị trí\nLưu trú tại Cochin Sang Hotel là một lựa chọn đúng đắn khi quý khách đến thăm Phường Bến Thành.\nkhách sạn nằm cách Saigon Railway Station 2,64 km.']","[('Chợ Bến Thành / Chợ đêm Bến Thành', '153 m'), ('Bưu điện Trung tâm Sài Gòn', '937 m'), ('Saigon Railway Station', '2.64 km'), ('Bệnh viện Vinmec Central Park', '3.57 km'), ('Chợ Bến Thành / Chợ đêm Bến Thành', '153 m'), ('Ủy ban Nhân dân Thành phố Hồ Chí Minh', '671 m'), ('Trung tâm Thương mại Vincom Center', '857 m'), ('Công viên Nước Đầm Sen', '6.66 km')]"
